iata_code,name,continent,iso_country,municipality
PGN,Pangia Airport,OC,PG,Pangia
MPF,Mapoda Airport,OC,PG,Mapoda
PMN,Pumani Airport,OC,PG,Pumani
POM,Port Moresby Jacksons International Airport,OC,PG,Port Moresby
SPH,Sopu Airport,OC,PG,Sopu
SXA,Sialum Airport,OC,PG,Sialum
RMN,Rumginae Airport,OC,PG,
KMR,Karimui Airport,OC,PG,Karimui
MWI,Maramuni Airport,OC,PG,Maramuni
MRH,May River Airstrip,OC,PG,May River
SBE,Suabi Airport,OC,PG,
NIS,Simberi Airport,OC,PG,Simberi Island
SIL,Sila Airport,OC,PG,Sila Mission
SBV,Sabah Airport,OC,PG,Sabah
SIM,Simbai Airport,OC,PG,Simbai
SBC,Selbang Airport,OC,PG,Selbang
SPV,Sepik Plains Airport,OC,PG,Sepik Plains
SXW,Sauren Airport,OC,PG,Sauren
MBV,Masa Airport,OC,PG,Masa
TIZ,Tari Airport,OC,PG,Tari
TBG,Tabubil Airport,OC,PG,Tabubil
TPI,Tapini Airport,OC,PG,Tapini
RAB,Tokua Airport,OC,PG,Tokua
TKW,Tekin Airport,OC,PG,Tekin
TEP,Tep Tep Airport,OC,PG,Teptep
TSW,Tsewi Airport,OC,PG,Tsewi
TRJ,Tarakbits Airport,OC,PG,Tarakbits
TWY,Tawa Airport,OC,PG,Tawa
TKB,Tekadu Airport,OC,PG,Tekadu
AYU,Aiyura Airport,OC,PG,Aiyura Valley
UMC,Umba Airport,OC,PG,Umba
URU,Uroubi Airport,OC,PG,Uroubi
UPR,Upiara Airport,OC,PG,Upiara
UVO,Uvol Airport,OC,PG,Uvol
TLW,Talasea Airport,OC,PG,Talasea
TCJ,Torembi Airport,OC,PG,Torembi
VAI,Vanimo Airport,OC,PG,Vanimo
TON,Tonu Airport,OC,PG,Tonu
WAO,Wabo Airport,OC,PG,Wabo
WBM,Wapenamanda Airport,OC,PG,
WAJ,Wawoi Falls Airport,OC,PG,Wavoi Falls
WWK,Wewak International Airport,OC,PG,Wewak
WOA,Wonenara Airport,OC,PG,Wonenara
WKN,Wakunai Airport,OC,PG,Wakunai
WSU,Wasu Airport,OC,PG,Wasu
WTP,Woitape Airport,OC,PG,Fatima Mission
WUG,Wau Airport,OC,PG,Wau
YVD,Yeva Airport,OC,PG,Yeva
SMJ,Sim Airport,OC,PG,Sim
WEP,Weam Airport,OC,PG,Weam
AYY,Arugam Bay SPB,AS,LK,Pottuvil
KYX,Yalumet Airport,OC,PG,Yalumet
KSX,Yasuru Airport,OC,PG,Yasuru
AYZ,Zahn's Airport,NA,US,Amityville
WUM,Wasum Airport,OC,PG,Wasum
ZXT,Zabrat Airport,AS,AZ,Baku
HAE,Lava Falls Heliport,NA,US,Supai Village
AZB,Amazon Bay Airport,OC,PG,
BAJ,Bali Airport,OC,PG,Unea Island
BAP,Baibara Airport,OC,PG,Nabai
BKG,Branson Airport,NA,US,Branson
BCJ,Baca Grande Airfield,NA,US,Crestone
BCP,Bambu Airport,OC,PG,Bambu
BCW,Benguera Island Airport,AF,MZ,Benguera Island
BCZ,Milyakburra Airport,OC,AU,Bickerton Island
ILL,Willmar Municipal -John L Rice Field,NA,US,Willmar
BDZ,Baindoung Airport,OC,PG,
BEA,Bereina Airport,OC,PG,Bereina Mission
BER,Berlin Brandenburg Airport (U.C.),EU,DE,Berlin
HKV,Malevo Airport,EU,BG,Haskovo
JAM,Bezmer Air Base,EU,BG,Yambol
JEG,Aasiaat Airport,NA,GL,Aasiaat
AOQ,Aappilattoq (Qaasuitsup) Heliport,NA,GL,Qaasuitsup
AGM,Tasiilaq Heliport,NA,GL,Tasiilaq
LLU,Alluitsup Paa Heliport,NA,GL,Alluitsup Paa
QGQ,Attu Heliport,NA,GL,Attu
UAK,Narsarsuaq Airport,NA,GL,Narsarsuaq
JCH,Qasigiannguit Heliport,NA,GL,Qasigiannguit
CNP,Neerlerit Inaat Airport,NA,GL,Neerlerit Inaat
DUN,Dundas Airport,NA,GL,Pituffik
QFG,Eqalugaarsuit Heliport,NA,GL,Eqalugaarsuit
GOH,Godthaab / Nuuk Airport,NA,GL,Nuuk
JGO,Qeqertarsuaq Heliport,NA,GL,Qeqertarsuaq Airport
QFI,Iginniarfik,NA,GL,Iginniarfik
QRY,Ikerassaarsuk Heliport,NA,GL,Ikerassaarsuk
XIQ,Ilimanaq Heliport,NA,GL,Ilimanaq
IUI,Innarsuit Heliport,NA,GL,Innarsuit
IOQ,Isortoq Heliport,NA,GL,Isortoq
QJI,Ikamiut Heliport,NA,GL,Ikamiut
JJU,Qaqortoq Heliport,NA,GL,Qaqortoq
JAV,Ilulissat Airport,NA,GL,Ilulissat
QPW,Kangaatsiaq Heliport,NA,GL,Kangaatsiaq
KUS,Kulusuk Airport,NA,GL,Kulusuk
KUZ,Kuummiut Heliport,NA,GL,Kuummiut
KHQ,Kullorsuaq Heliport,NA,GL,Kullorsuaq
KGQ,Kangersuatsiaq Heliport,NA,GL,Kangersuatsiaq
QJE,Kitsissuarsuit Heliport,NA,GL,Kitsissuarsuit
JSU,Maniitsoq Airport,NA,GL,Maniitsoq
JNN,Nanortalik Heliport,NA,GL,Nanortalik
JNS,Narsaq Heliport,NA,GL,Narsaq
NIQ,Niaqornat Heliport,NA,GL,Niaqornat
NSQ,Nuussuaq Heliport,NA,GL,Nuussuaq
BGP,Bongo Airport,AF,GA,Bongo
JFR,Paamiut Airport,NA,GL,Paamiut
QQT,Qeqertaq Heliport,NA,GL,Qeqertaq
NAQ,Qaanaaq Airport,NA,GL,Qaanaaq
OBY,Ittoqqortoormiit Heliport,NA,GL,Ittoqqortoormiit
SFJ,Kangerlussuaq Airport,NA,GL,Kangerlussuaq
SRK,Siorapaluk Heliport,NA,GL,Siorapaluk
QOQ,Saarloq Heliport,NA,GL,
JHS,Sisimiut Airport,NA,GL,Sisimiut
SVR,Savissivik Heliport,NA,GL,Savissivik
TQA,Tasiusaq (Qaasuitsup) Heliport,NA,GL,Upernavik
THU,Thule Air Base,NA,GL,Thule
TQI,Tiniteqilaaq Heliport,NA,GL,Tiniteqilaaq
JUV,Upernavik Airport,NA,GL,Upernavik
UMD,Uummannaq Heliport,NA,GL,Uummannaq
JQA,Qaarsut Airport,NA,GL,Uummannaq
JUK,Ukkusissat Heliport,NA,GL,Ukkusissat
BHL,BahÃ­a de los Ãngeles Airport,NA,MX,BahÃ­a de los Ãngeles
BHT,Brighton Downs Airport,OC,AU,
AEY,Akureyri Airport,EU,IS,Akureyri
BIU,Bildudalur Airport,EU,IS,Bildudalur
BGJ,BorgarfjÃ¶rÃ°ur eystri Airport,EU,IS,BorgarfjÃ¶rÃ°ur eystri
BJD,BakkafjÃ¶rÃ°ur Airport,EU,IS,BakkafjÃ¶rÃ°ur
BLO,Hjaltabakki Airport,EU,IS,BlÃ¶nduÃ³s
BQD,BÃºÃ°ardalur Airport,EU,IS,BÃºÃ°ardalur
BXV,BreiÃ°dalsvÃ­k Airport,EU,IS,BreiÃ°dalsvÃ­k
DJU,DjÃºpivogur Airport,EU,IS,DjÃºpivogur
EGS,EgilsstaÃ°ir Airport,EU,IS,EgilsstaÃ°ir
FAS,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport,EU,IS,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur
FAG,FagurhÃ³lsmÃ½ri Airport,EU,IS,FagurhÃ³lsmÃ½ri
GUU,GrundarfjÃ¶rÃ°ur Airport,EU,IS,GrundarfjÃ¶rÃ°ur
GJR,GjÃ¶gur Airport,EU,IS,GjÃ¶gur
GRY,GrÃ­msey Airport,EU,IS,GrÃ­msey
HVK,HÃ³lmavÃ­k Airport,EU,IS,HÃ³lmavÃ­k
HFN,HornafjÃ¶rÃ°ur Airport,EU,IS,HÃ¶fn
FLI,Holt Airport,EU,IS,Flateyri
HZK,HÃºsavÃ­k Airport,EU,IS,HÃºsavÃ­k
HVM,KrÃ³kstaÃ°armelar Airport,EU,IS,Hvammstangi
HLO,IngjaldssanÃ°ur Airport,EU,IS,OnundarfjÃ¶rÃ°ur
IFJ,ÃsafjÃ¶rÃ°ur Airport,EU,IS,ÃsafjÃ¶rÃ°ur
BIJ,Biliau Airport,OC,PG,Biliau
KEF,Keflavik International Airport,EU,IS,ReykjavÃ­k
OPA,KÃ³pasker Airport,EU,IS,KÃ³pasker
SAK,SauÃ°Ã¡rkrÃ³kur Airport,EU,IS,SauÃ°Ã¡rkrÃ³kur
NOR,NorÃ°fjÃ¶rÃ°ur Airport,EU,IS,NorÃ°fjÃ¶rÃ°ur
OFJ,ÃlafsfjÃ¶rÃ°ur Airport,EU,IS,ÃlafsfjÃ¶rÃ°ur
PFJ,PatreksfjÃ¶rÃ°ur Airport,EU,IS,PatreksfjÃ¶rÃ°ur
RHA,ReykhÃ³lar Airport,EU,IS,ReykhÃ³lar
OLI,Rif Airport,EU,IS,Rif
RFN,RaufarhÃ¶fn Airport,EU,IS,RaufarhÃ¶fn
RKV,Reykjavik Airport,EU,IS,Reykjavik
MVA,ReykjahlÃ­Ã° Airport,EU,IS,Myvatn
SIJ,SiglufjÃ¶rÃ°ur Airport,EU,IS,SiglufjÃ¶rÃ°ur
SYK,StykkishÃ³lmur Airport,EU,IS,StykkishÃ³lmur
TEY,Ãingeyri Airport,EU,IS,Ãingeyri
THO,Thorshofn Airport,EU,IS,Thorshofn
VEY,Vestmannaeyjar Airport,EU,IS,Vestmannaeyjar
VPN,VopnafjÃ¶rÃ°ur Airport,EU,IS,VopnafjÃ¶rÃ°ur
BIZ,Bimin Airport,OC,PG,
BJE,Baleela Airport,AF,SD,Baleela Base Camp
BJQ,Bahja Airport,AS,OM,Bahja
BJT,Bentota River Waterdrome,AS,LK,Bentota
PRN,PriÅ¡tina International Airport,EU,XK,Prishtina
BMH,Bomai Airport,OC,PG,Bomai
BMQ,Bamburi Airport,AF,KE,
BMZ,Bamu Airport,OC,PG,Bamu
BNF,Baranof Warm Springs Float and Seaplane Base,NA,US,Baranof
BNM,Bodinumu Airport,OC,PG,Bodinumu
BNQ,Baganga airport,AS,PH,Baganga
BNT,Bundi Airport,OC,PG,Bundi
BNV,Boana Airport,OC,PG,Boana
BNZ,Banz Airport,OC,PG,Banz
RBQ,Rurenabaque Airport,SA,BO,Rurenabaque
BVL,Baures Airport,SA,BO,Baures
BOF,Bolling Air Force Base,NA,US,Washington
BOK,Brookings Airport,NA,US,Brookings
BOQ,Boku Airport,OC,PG,Boku
BOT,Bosset Airport,OC,PG,Bosset
BOV,Boang Airport,OC,PG,Boang Island
BPF,Batuna Aerodrome,OC,SB,Batuna Mission Station
BQV,Bartlett Cove Seaplane Base,NA,US,Gustavus
TUZ,TucumÃ£ Airport,SA,BR,TucumÃ£
ALT,Alenquer Airport,SA,BR,Alenquer
SWM,Suia-Missu Airport,SA,BR,Alto Boa Vista
BRG,Whitesburg Municipal Airport,NA,US,Whitesburg
NSB,Bimini North Seaplane Base,NA,BS,Bimini
BSP,Bensbach Airport,OC,PG,Bensbach
BSV,Besakoa Airport,AF,MG,Besakoa
BUL,Bulolo Airport,OC,PG,Bulolo
BVP,Bolovip Airstrip,OC,PG,Bolovip
BVR,Esperadinha Airport,AF,CV,Brava Island
HUK,Hukuntsi Airport,AF,BW,Hukuntsi
BWJ,Bawan Airport,OC,PG,
BWP,Bewani Airport,OC,PG,Bewani
BXL,Blue Lagoon Seaplane Base,OC,FJ,Nanuya Lailai Island
BXZ,Bunsil Airport,OC,PG,Bunsil - Umboi Island
BYA,Boundary Airport,NA,US,Boundary
BYL,Bella Yella Airport,AF,LR,Beliyela
BYV,Beira Lake Seaplane Base,AS,LK,Colombo
BCV,Hector Silva Airstrip,NA,BZ,Belmopan
BGK,Big Creek Airport,NA,BZ,Big Creek
CUK,Caye Caulker Airport,NA,BZ,Caye Caulker
CYC,Caye Chapel Airport,NA,BZ,Caye Chapel
CZH,Corozal Municipal Airport,NA,BZ,Corozal
DGA,Dangriga Airport,NA,BZ,Dangriga
INB,Independence Airport,NA,BZ,Independence
MDB,Melinda Airport,NA,BZ,Melinda
ORZ,Orange Walk Airport,NA,BZ,Orange Walk
PLJ,Placencia Airport,NA,BZ,Placencia
PND,Punta Gorda Airport,NA,BZ,Punta Gorda
SJX,Sartaneja Airport,NA,BZ,Sartaneja
SPR,San Pedro Airport,NA,BZ,San Pedro
SQS,Matthew Spain Airport,NA,BZ,San Ignacio
STU,Santa Cruz Airport,NA,BZ,Santa Cruz
SVK,Silver Creek Airport,NA,BZ,Silver Creek
TZA,Belize City Municipal Airport,NA,BZ,Belize City
BZB,Bazaruto Island Airport,AF,MZ,Bazaruto Island
BZM,Bemolanga Airport,AF,MG,Bemolanga
BZS,Buzzards Point Seaplane Base,NA,US,Washington
YYS,Blissville Airport,NA,CA,Blissville
YLM,Clinton Creek Airport,NA,CA,Clinton Creek Mine
YGY,Deception Airport,NA,CA,
YUJ,Lady Franklin Point Airport,NA,CA,
YWO,Lupin Airport,NA,CA,Lupin Mine
YAD,Moose Lake Airport,NA,CA,
YMD,Mould Bay Airport,NA,CA,Prince Patrick Is.
YDE,Paradise River Airport,NA,CA,
YYI,Rivers Airport,NA,CA,
YSV,Saglek Airport,NA,CA,RCAF Station Saglek
YTJ,Terrace Bay Airport,NA,CA,"Terrace Bay, ON"
YWN,Winisk Airport,NA,CA,Winisk
YRR,Stuart Island Airstrip,NA,CA,Big Bay
YMV,Mary River Aerodrome,NA,CA,
YBW,Bedwell Harbour Seaplane Base,NA,CA,Bedwell Harbour
YTP,Tofino Harbour Seaplane Base,NA,CA,Tofino Harbour
YBM,Bronson Creek Airport,NA,CA,Bronson Creek
ZAA,Alice Arm/Silver City Seaplane Base,NA,CA,
ZNA,Nanaimo Harbour Water Airport,NA,CA,Nanaimo
YZZ,Trail Airport,NA,CA,Trail
YMB,Merritt Airport,NA,CA,Merritt
YHH,Campbell River Seaplane Base,NA,CA,Campbell River
YWS,Whistler/Green Lake Water Aerodrome,NA,CA,Whistler
YBF,Bamfield Seaplane Base,NA,CA,Bamfield
YIG,Big Bay Seaplane Base,NA,CA,Stuart Island
CJH,Chilko Lake (Tsylos Park Lodge) Airport,NA,CA,Chilko Lake
YPT,Pender Harbour Seaplane Base,NA,CA,
ZOF,Ocean Falls Seaplane Base,NA,CA,Ocean Falls
YCA,Courtenay Airpark,NA,CA,Courtenay
CFQ,Creston Valley Regional Airport - Art Sutcliffe Field,NA,CA,Creston
YAA,Anahim Lake Airport,NA,CA,Anahim Lake
DGF,Douglas Lake Airport,NA,CA,Douglas Lake
JHL,Fort MacKay/Albian Aerodrome,NA,CA,Albian Village
ZTS,Tahsis Seaplane Base,NA,CA,Tahsis
DUQ,Duncan Airport,NA,CA,Duncan
YPI,Port Simpson Seaplane Base,NA,CA,Lax Kw'alaams
YHS,Sechelt-Gibsons Airport,NA,CA,Sechelt
YKK,Kitkatla Seaplane Base,NA,CA,Kitkatla
WPL,Powell Lake Seaplane Base,NA,CA,
XQU,Qualicum Beach Airport,NA,CA,Qualicum Beach
YMP,Port Mcneill Airport,NA,CA,Port Mcneill
YRN,Rivers Inlet Seaplane Base,NA,CA,Rivers Inlet
YTG,Sullivan Bay Seaplane Base,NA,CA,Sullivan Bay
YMU,Mansons Landing Seaplane Base,NA,CA,
YAV,Mayne Island Seaplane Base,NA,CA,Miners Bay
YSX,Bella Bella/Shearwater Seaplane Base,NA,CA,Bella Bella
YGG,Ganges Seaplane Base,NA,CA,Salt Spring Island
YTB,Hartley Bay Seaplane Base,NA,CA,Hartley Bay
YZA,Cache Creek-Ashcroft Regional Airport,NA,CA,Cache Creek
ZEL,Bella Bella (Campbell Island) Airport,NA,CA,Bella Bella
CBC,Cherrabun Airport,OC,AU,
YTX,Telegraph Creek Airport,NA,CA,Telegraph Creek
YPB,Alberni Valley Regional Airport,NA,CA,Port Alberni
YBO,Bob Quinn Lake Airport,NA,CA,Bob Quinn Lake
TNS,Tungsten (Cantung) Airport,NA,CA,Tungsten
TUX,Tumbler Ridge Airport,NA,CA,Tumbler Ridge
YWM,Williams Harbour Airport,NA,CA,Williams Harbour
YSO,Postville Airport,NA,CA,Postville
YBI,Black Tickle Airport,NA,CA,Black Tickle
YFX,St. Lewis (Fox Harbour) Airport,NA,CA,St. Lewis
YHA,Port Hope Simpson Airport,NA,CA,Port Hope Simpson
YRG,Rigolet Airport,NA,CA,Rigolet
DVK,Diavik Airport,NA,CA,Diavik
JOJ,Doris Lake,NA,CA,Hope Bay
ZFW,Fairview Airport,NA,CA,Fairview
YJP,Hinton/Jasper-Hinton Airport,NA,CA,Hinton
YLE,WhatÃ¬ Airport,NA,CA,WhatÃ¬
YGC,Grande Cache Airport,NA,CA,Grande Cache
YDC,Drayton Valley Industrial Airport,NA,CA,Drayton Valley
NML,Fort McMurray / Mildred Lake Airport,NA,CA,Fort McMurray
CFM,Conklin (Leismer) Airport,NA,CA,Conklin
ZSP,St. Paul Airport,NA,CA,St. Paul
GSL,Taltheilei Narrows Airport,NA,CA,Taltheilei Narrows
XMP,Macmillan Pass Airport,NA,CA,Macmillan Pass
DAS,Great Bear Lake Airport,NA,CA,Great Bear Lake
YFI,Fort Mackay / Firebag,NA,CA,Suncor Energy Site
YFJ,WekweÃ¨tÃ¬ Airport,NA,CA,WekweÃ¨tÃ¬
YOE,Donnelly Airport,NA,CA,Donnelly
TIL,Cheadle Airport,NA,CA,Cheadle
OKG,Okoyo Airport,AF,CG,Okoyo
CGA,Craig Seaplane Base,NA,US,Craig
CGC,Cape Gloucester Airport,OC,PG,Cape Gloucester
CGG,Casiguran Airport,AS,PH,Casiguran
GHK,Gahcho Kue,NA,CA,
CGT,Chinguetti Airport,AF,MR,Chinguetti
CHP,Circle Hot Springs Airport,NA,US,Circle Hot Springs
CIV,Chomley Seaplane Base,NA,US,Chomley
LRQ,Laurie River Airport,NA,CA,Laurie River
YDJ,Hatchet Lake Airport,NA,CA,Hatchet Lake
YDU,Kasba Lake Airport,NA,CA,Kasba Lake
YFL,Fort Reliance Seaplane Base,NA,CA,Fort Reliance
XCL,Cluff Lake Airport,NA,CA,Cluff Lake
YKE,Knee Lake Airport,NA,CA,Knee Lake
SUR,Summer Beaver Airport,NA,CA,Summer Beaver
CKD,Crooked Creek Airport,NA,US,Crooked Creek
YTT,Tisdale Airport,NA,CA,Tisdale
YAX,Wapekeka Airport,NA,CA,Angling Lake
WNN,Wunnumin Lake Airport,NA,CA,Wunnumin Lake
YBS,Opapimiskan Lake Airport,NA,CA,Opapimiskan Lake
YNO,North Spirit Lake Airport,NA,CA,North Spirit Lake
CKR,Crane Island Airstrip,NA,US,Crane Island
CKU,Cordova Municipal Airport,NA,US,Cordova
YDW,North of Sixty Airport,NA,CA,Obre Lake
CKX,Chicken Airport,NA,US,Chicken
CLC,Clear Lake Metroport,NA,US,Clear Lake
CLG,Coalinga Airport,NA,US,
CMT,New CametÃ¡ Airport,SA,BR,CametÃ¡
CMZ,Caia Airport,AF,MZ,Caia
TVS,Tangshan SannÃ¼he Airport,AS,CN,Tangshan
INC,Yinchuan Hedong International Airport,AS,CN,Yinchuan
YNT,Duplicate --Yantai Penglai International Airport,AS,CN,Yantai
YUA,Yuanmou Air Base,AS,CN,Yuanmou
ZQZ,Zhangjiakou Ningyuan Airport,AS,CN,Zhangjiakou
BSD,Baoshan Yunduan Airport,AS,CN,
DZU,Dazu Air Base,AS,CN,Dazu
LNJ,Lintsang Airfield,AS,CN,Lincang
RKZ,Shigatse Air Base,AS,CN,XigazÃª
PZI,Bao'anying Airport,AS,CN,Panzhihua
ZKL,Zigong Airport,AS,CN,Zigong
FUO,Foshan Shadi Airport,AS,CN,Foshan
BZX,Bazhong Enyang Airport,AS,CN,Bazhong
XAI,Xinyang Minggang Airport,AS,CN,Xinyang
HUZ,Huizhou Airport,AS,CN,Huizhou
HSC,Shaoguan Guitou Airport,AS,CN,Shaoguan
JGS,Jinggangshan Airport,AS,CN,Ji'an
AEB,Baise Youjiang Airport,AS,CN,Baise
DOY,Dongying Shengli Airport,AS,CN,Dongying
XEN,Xingcheng Air Base,AS,CN,
AAT,Altay Air Base,AS,CN,Altay
THQ,Tianshui Maijishan Airport,AS,CN,Tianshui
YZY,Zhangye Ganzhou Airport,AS,CN,Zhangye
DDG,Dandong Airport,AS,CN,Dandong
NTG,Nantong Airport,AS,CN,Nantong
XBE,Bearskin Lake Airport,NA,CA,Bearskin Lake
YNP,Natuashish Airport,NA,CA,Natuashish
YWR,White River Seaplane Base,NA,CA,White River
YPD,Parry Sound Area Municipal Airport,NA,CA,Parry Sound
XBR,Brockville - Thousand Islands Regional Tackaberry Airport,NA,CA,Brockville
KIF,Kingfisher Lake Airport,NA,CA,Kingfisher Lake
YOG,Ogoki Post Airport,NA,CA,Ogoki Post
PRM,Proma Heliport,SA,CO,Bogota
ARQ,El Troncal Airport,SA,CO,Arauquita
LCR,La Chorrera Airport,SA,CO,La Chorrera
SNT,Las Cruces Airport,SA,CO,Sabana De Torres
TCD,TarapacÃ¡ Airport,SA,CO,TarapacÃ¡
YEB,Bar River Airport,NA,CA,Bar River
CPI,Cape Orford Airport,OC,PG,
YSI,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,NA,CA,Frying Pan Island
YHP,Poplar Hill Airport,NA,CA,Poplar Hill
KEW,Keewaywin Airport,NA,CA,Keewaywin
YSA,Sable Island Landing Strip,NA,CA,Sable Island
YLS,Lebel-sur-Quevillon Airport,NA,CA,Lebel-sur-QuÃ©villon
YNX,Snap Lake Airport,NA,CA,Snap Lake Mine
SSQ,La Sarre Airport,NA,CA,La Sarre
YKU,Chisasibi Airport,NA,CA,Chisasibi
EHT,Rentschler Heliport,NA,US,East Hartford
ZTB,TÃªte-Ã -la-Baleine Airport,NA,CA,TÃªte-Ã -la-Baleine
ZKG,Kegaska Airport,NA,CA,Kegaska
YWQ,Chute-Des-Passes/Lac Margane Seaplane Base,NA,CA,Chutes-des-Passes
YAU,Donaldson Airport,NA,CA,Kattiniq
TR7,Ottawa / Rockcliffe Seaplane Base,NA,CA,Ottawa
ZGS,La Romaine Airport,NA,CA,La Romaine
YFG,Fontanges Airport,NA,CA,Fontanges
YGA,Lac Gagnon Seaplane Base,NA,CA,Duhamel
ZLT,La TabatiÃ¨re Airport,NA,CA,La TabatiÃ¨re
PST,Preston Airport,NA,CU,Preston
CUJ,Culion Airport,AS,PH,Culion Island
HLI,Hollister Municipal Airport,NA,US,Hollister
CVL,Cape Vogel Airport,OC,PG,
CVR,Hughes Airport,NA,US,Culver City
CXC,Chitina Airport,NA,US,Chitina
GEC,Lefkoniko Airport,AS,CY,GeÃ§itkale
NIC,Nicosia International Airport,AS,CY,Nicosia
YAB,Arctic Bay Airport,NA,CA,Arctic Bay
YAC,Cat Lake Airport,NA,CA,Cat Lake
YAR,La Grande-3 Airport,NA,CA,La Grande-3
YAG,Fort Frances Municipal Airport,NA,CA,Fort Frances
YAH,La Grande-4 Airport,NA,CA,La Grande-4
YAL,Alert Bay Airport,NA,CA,Alert Bay
YAM,Sault Ste Marie Airport,NA,CA,Sault Ste Marie
XKS,Kasabonika Airport,NA,CA,Kasabonika
YKG,Kangirsuk Airport,NA,CA,Kangirsuk
YAT,Attawapiskat Airport,NA,CA,Attawapiskat
YAY,St. Anthony Airport,NA,CA,St. Anthony
YAZ,Tofino / Long Beach Airport,NA,CA,Tofino
YBA,Banff Airport,NA,CA,Banff
YBB,Kugaaruk Airport,NA,CA,Kugaaruk
YBC,Baie Comeau Airport,NA,CA,Baie-Comeau
QBC,Bella Coola Airport,NA,CA,Bella Coola
YBE,Uranium City Airport,NA,CA,Uranium City
YBY,Bonnyville Airport,NA,CA,Bonnyville
YBG,CFB Bagotville,NA,CA,Bagotville
YBK,Baker Lake Airport,NA,CA,Baker Lake
YBL,Campbell River Airport,NA,CA,Campbell River
XTL,Tadoule Lake Airport,NA,CA,Tadoule Lake
YBR,Brandon Municipal Airport,NA,CA,Brandon
YBT,Brochet Airport,NA,CA,Brochet
YBV,Berens River Airport,NA,CA,Berens River
YBX,Lourdes de Blanc Sablon Airport,NA,CA,Lourdes-De-Blanc-Sablon
YRF,Cartwright Airport,NA,CA,Cartwright
YCB,Cambridge Bay Airport,NA,CA,Cambridge Bay
YCC,Cornwall Regional Airport,NA,CA,Cornwall
YCD,Nanaimo Airport,NA,CA,Nanaimo
YCE,Centralia / James T. Field Memorial Aerodrome,NA,CA,Centralia
YCG,Castlegar/West Kootenay Regional Airport,NA,CA,Castlegar
YCH,Miramichi Airport,NA,CA,Miramichi
XCM,Chatham Kent Airport,NA,CA,Chatham-Kent
YCL,Charlo Airport,NA,CA,Charlo
YCN,Cochrane Airport,NA,CA,Cochrane
YCO,Kugluktuk Airport,NA,CA,Kugluktuk
YCQ,Chetwynd Airport,NA,CA,Chetwynd
YCR,Cross Lake (Charlie Sinclair Memorial) Airport,NA,CA,Cross Lake
YCS,Chesterfield Inlet Airport,NA,CA,Chesterfield Inlet
YCT,Coronation Airport,NA,CA,Coronation
YCV,Cartierville Airport,NA,CA,Montreal
YCW,Chilliwack Airport,NA,CA,Chilliwack
YCY,Clyde River Airport,NA,CA,Clyde River
YCZ,Fairmont Hot Springs Airport,NA,CA,Fairmont Hot Springs
YDA,Dawson City Airport,NA,CA,Dawson City
YDB,Burwash Airport,NA,CA,Burwash
YDF,Deer Lake Airport,NA,CA,Deer Lake
YDL,Dease Lake Airport,NA,CA,Dease Lake
XRR,Ross River Airport,NA,CA,Ross River
YDN,Dauphin Barker Airport,NA,CA,Dauphin
YDO,Dolbeau St Felicien Airport,NA,CA,Dolbeau-St-FÃ©licien
YDP,Nain Airport,NA,CA,Nain
YDQ,Dawson Creek Airport,NA,CA,Dawson Creek
YEG,Edmonton International Airport,NA,CA,Edmonton
YEK,Arviat Airport,NA,CA,Arviat
YEL,Elliot Lake Municipal Airport,NA,CA,Elliot Lake
YEM,Manitoulin East Municipal Airport,NA,CA,Manitowaning
YEN,Estevan Airport,NA,CA,Estevan
YER,Fort Severn Airport,NA,CA,Fort Severn
YET,Edson Airport,NA,CA,Edson
YEU,Eureka Airport,NA,CA,Eureka
YEV,Inuvik Mike Zubko Airport,NA,CA,Inuvik
YEY,Amos/Magny Airport,NA,CA,Amos
YFA,Fort Albany Airport,NA,CA,Fort Albany
YFB,Iqaluit Airport,NA,CA,Iqaluit
YFC,Fredericton Airport,NA,CA,Fredericton
YFE,Forestville Airport,NA,CA,Forestville
YFH,Fort Hope Airport,NA,CA,Fort Hope
YTM,La Macaza / Mont-Tremblant International Inc Airport,NA,CA,RiviÃ¨re Rouge
YFO,Flin Flon Airport,NA,CA,Flin Flon
YFR,Fort Resolution Airport,NA,CA,Fort Resolution
YFS,Fort Simpson Airport,NA,CA,Fort Simpson
YMN,Makkovik Airport,NA,CA,Makkovik
YGB,Texada Gillies Bay Airport,NA,CA,Texada
YGH,Fort Good Hope Airport,NA,CA,Fort Good Hope
YGK,Kingston Norman Rogers Airport,NA,CA,Kingston
YGL,La Grande RiviÃ¨re Airport,NA,CA,La Grande RiviÃ¨re
YGM,Gimli Industrial Park Airport,NA,CA,Gimli
YGO,Gods Lake Narrows Airport,NA,CA,Gods Lake Narrows
YGP,GaspÃ© (Michel-Pouliot) Airport,NA,CA,GaspÃ©
YGQ,Geraldton Greenstone Regional Airport,NA,CA,Geraldton
YGR,Ãles-de-la-Madeleine Airport,NA,CA,Ãles-de-la-Madeleine
YGT,Igloolik Airport,NA,CA,Igloolik
YGV,Havre St Pierre Airport,NA,CA,Havre St-Pierre
YGW,Kuujjuarapik Airport,NA,CA,Kuujjuarapik
YGX,Gillam Airport,NA,CA,Gillam
YGZ,Grise Fiord Airport,NA,CA,Grise Fiord
